beatmap_id,artist,title,version,dominant_mods,sr,farm_score,base_farm_score,confidence,confidence_label,efficiency_agreement,efficiency_disagreement,disagreement_penalty,pp_efficiency_shrunk,realized_efficiency_shrunk,overrep,profile_impact,median_position,top10_count,top20_count,top30_count,forgiveness,median_acc,pct_miss_free,median_combo_ratio,hit_length,cs,od,mean_pp,p90_pp,max_pp,raw_count,passcount,url
3879541,Beta (CV: Inori Minase),Darling in the Night (TV Size),Beta,NM,5.28784,1.517118941277987,1.517118941277987,0.48717948717948717,explore,corroborated,0.0,0.0,0.056474673233306814,0.08153724004080505,0.21666312540014177,0.1955787839169283,31.0,1,5,9,-0.30030233379257587,96.99069999999999,0.6842105263157895,0.9979253112033195,82,3.8,9.0,154.74436842105263,187.07459999999998,204.907,19,22342,https://osu.ppy.sh/b/3879541
1573321,Fujijo Seitokai Shikkou-bu,Best FriendS (GoldenWolf Edit),Linada's Extra,NM,5.09775,1.4931591654991547,1.4931591654991547,0.4444444444444444,explore,corroborated,0.0,0.0,0.14190097089705594,0.009736439168768216,-0.20950310890855692,0.14498435922064032,55.0,0,2,2,-0.05442352104718812,95.7929,0.625,0.9979035639412998,86,3.6,9.0,159.75514375,188.1265,509.332,16,89163,https://osu.ppy.sh/b/1573321
4917828,Will Stetson,Harumachi Clover (Swing Arrangement),Hayakou's Oh No!,NM,5.31595,1.464777749972996,1.464777749972996,0.23076923076923078,explore,corroborated,0.0,0.0,0.08999687446904729,0.049712630078145706,0.4705283699598236,0.35808654297138404,24.5,2,3,3,3.351266127856853,82.26384999999999,0.16666666666666666,0.4935897435897436,29,3.8,9.2,81.45701666666666,101.79565,111.527,6,15659,https://osu.ppy.sh/b/4917828
4805791,zhanulka X Kakaya Raznitsa,krestiki-noliki,karta's insane,NM,4.88553,1.4454357566378588,1.4454357566378588,0.23076923076923078,explore,corroborated,0.0,0.0,0.0863741401536427,0.051027397924813415,0.3747989120097401,0.21868997085033062,25.5,1,3,3,0.7441242652752664,95.17204999999998,0.3333333333333333,0.6066460587326121,119,4.0,8.0,148.52383333333333,260.871,389.8,6,38739,https://osu.ppy.sh/b/4805791
848345,Primary,Sweets Weekend,Sweet Neko,NM,5.34711,1.4344596759955988,1.4344596759955988,0.9815668202764977,high_conf,corroborated,0.0,0.0,0.058642080187444615,0.07274236118668917,0.6786167758400187,0.23814771537998994,35.0,214,362,500,-0.5731212243148882,98.7245,0.5812206572769953,0.99812382739212,92,4.0,9.0,219.79449539906102,312.981,780.729,1065,1000277,https://osu.ppy.sh/b/848345
1059388,Drop,Granat,Extra,NM,5.05263,1.4133593993112261,1.4133593993112261,0.9840764331210191,high_conf,corroborated,0.0,0.0,0.07056429961424053,0.06121269890395766,0.07777066993876185,0.24794521466813774,34.0,271,439,576,-0.28061820681104904,97.1326,0.6237864077669902,1.0,42,4.6,8.7,153.6531373786408,202.706,491.82,1236,2490301,https://osu.ppy.sh/b/1059388
1574296,Fujijo Seitokai Shikkou-bu,Best FriendS (GoldenWolf Edit),A r M i N's Extra,NM,4.87415,1.3788951157953746,1.3788951157953746,0.5918367346938775,supported,corroborated,0.0,0.0,0.13128147489449474,0.008698214323604373,-0.43895732646292873,0.14662246104395849,74.0,1,3,5,-0.05768647016392259,96.25,0.5517241379310345,0.9656565656565657,86,4.0,8.7,225.7673827586207,432.304,509.956,29,219339,https://osu.ppy.sh/b/1574296
5334122,Ellie Goulding,By The End Of The Night (Nightcore & Cut Ver.),Shadow's Extra,NM,4.88114,1.3318753642212846,1.3318753642212846,0.5238095238095238,supported,corroborated,0.0,0.0,0.12513324666526757,0.009723254614314725,0.8860080575493706,0.169043580469076,53.0,1,5,7,0.8646144618963876,94.84025,0.3181818181818182,0.6244635193133048,44,4.0,9.0,133.3544681818182,291.6837000000002,358.442,22,17871,https://osu.ppy.sh/b/5334122
1956122,DJ Fresh,Gold Dust,MiracleE's Extra,NM,5.37759,1.3252339974144238,1.3252339974144238,0.946949602122016,high_conf,corroborated,0.0,0.0,0.09424591642643226,0.034383400675203436,0.5879169278007667,0.1996563622344412,42.0,46,91,134,0.057800435842075046,97.3709,0.4117647058823529,0.8297413793103449,87,3.8,9.1,299.1658229691877,545.4234,615.84,357,203598,https://osu.ppy.sh/b/1956122
5197532,Spira Spica,Ao to Kirameki (TV Size),parrot's Extra,NM,5.11062,1.3244088566105323,1.3244088566105323,0.23076923076923078,explore,corroborated,0.0,0.0,0.10280139725875204,0.02732632387841298,0.42534000560784146,0.20683862909614267,45.0,1,2,3,1.030796952533902,96.46615,0.16666666666666666,0.4393939393939394,83,4.3,8.4,115.26828333333333,142.0155,145.692,6,17497,https://osu.ppy.sh/b/5197532
2281346,Loki,Interlude,Welcome to the Mountain,NM,5.35204,1.3231415494427174,1.3231415494427174,0.5,supported,corroborated,0.0,0.0,0.1267177263078316,0.007687020089428212,0.4424841232678847,0.21407441022828913,58.0,3,4,4,-0.10776961257780796,98.3509,0.4,0.7857142857142857,105,3.8,8.7,206.12686,295.1093000000001,340.159,20,21897,https://osu.ppy.sh/b/2281346
